id,event_type,event_cause,start_datetime,latitude,longitude,corridor,zone,junction,priority,requires_road_closure,hour,day_of_week,month,is_weekend,duration_hours,duration_known,duration_bucket,is_high_priority,road_closure,severity_score,severity_label,police_station,veh_type
FKID001136,unplanned,vehiclebreakdown,2024-03-13 06:15:00.378000+00:00,13.021234,77.5278163,Non-corridor,,,Low,False,6,2,3,0,0.9849430005555555,0,short,0,0,0,Low,Yeshwanthpura,truck
FKID001142,unplanned,vehiclebreakdown,2024-03-13 06:06:41.554000+00:00,13.0211653,77.528019,Non-corridor,,,Low,False,6,2,3,0,0.9849430005555555,0,short,0,0,0,Low,Yeshwanthpura,truck
FKID000971,unplanned,vehiclebreakdown,2024-03-12 07:41:30.911000+00:00,13.0257965,77.5209725,Non-corridor,,,Low,False,7,1,3,0,0.9849430005555555,0,short,0,0,0,Low,Peenya,bmtc_bus
FKID007805,unplanned,vehiclebreakdown,2024-01-15 20:02:18.274000+00:00,12.979,77.640885,IRR(Thanisandra road),Central Zone 1,BM ShriJunc(CMH-100FtRd)Junc,High,True,20,0,1,0,0.8538355161111112,1,short,1,1,65,Medium,Jeevanbheemanagar,bmtc_bus
FKID003291,unplanned,vehiclebreakdown,2024-03-29 09:37:17.498000+00:00,13.0393225,77.5183451,Tumkur Road,,,High,False,9,4,3,0,0.9849430005555555,0,short,1,0,25,Low,Peenya,bmtc_bus
FKID006269,unplanned,vehiclebreakdown,2023-11-27 23:32:27.120000+00:00,13.039208,77.5183806,Tumkur Road,West Zone 1,JalahalliCross(SM Circle),High,False,23,0,11,0,0.2856104552777778,1,short,1,0,25,Low,Peenya,taxi
FKID007208,unplanned,vehiclebreakdown,2023-12-26 00:59:59.741000+00:00,13.0394053,77.5184935,Tumkur Road,West Zone 1,JalahalliCross(SM Circle),High,False,0,1,12,0,1.2162703011111111,1,medium,1,0,25,Low,Peenya,lcv
FKID007322,unplanned,vehiclebreakdown,2023-12-29 05:47:13.056000+00:00,13.0395192,77.5182462,Tumkur Road,West Zone 1,JalahalliCross(SM Circle),High,False,5,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Peenya,bmtc_bus
FKID006808,unplanned,vehiclebreakdown,2023-12-15 01:49:57+00:00,12.96515466,77.59676528,Mysore Road,Central Zone 1,Richmond circle jn,High,True,1,4,12,0,0.9849430005555555,0,short,1,1,65,Medium,Cubbon Park,private_car
FKID000856,unplanned,waterlogging,2024-01-01 21:07:37.305000+00:00,12.9994047,77.5496096,West of Chord Road,West Zone 1,ModiBridgeJunction,High,True,21,0,1,0,941.8156795283334,1,extended,1,1,85,High,Rajajinagar,
FKID001597,unplanned,tree_fall,2024-02-19 21:09:29.414000+00:00,12.8878254,77.5819862,Non-corridor,,,Low,True,21,0,2,0,0.9849430005555555,0,short,0,1,40,Medium,Thalagattapura,
FKID004760,planned,construction,2023-12-10 20:56:21.038000+00:00,13.0470033,77.5673414,ORR North 2,North Zone 1,,High,False,20,6,12,1,0.9849430005555555,0,short,1,0,25,Low,Kodigehalli,
FKID006791,unplanned,accident,2023-12-14 19:04:51.809000+00:00,13.0466555,77.579201,ORR North 2,North Zone 2,BhadrappaLayout,High,False,19,3,12,0,0.8724180816666667,1,short,1,0,25,Low,Kodigehalli,
FKID002112,unplanned,vehiclebreakdown,2024-03-18 22:23:06.497000+00:00,13.0474691,77.5723147,ORR North 2,,,High,False,22,0,3,0,0.9849430005555555,0,short,1,0,25,Low,Kodigehalli,heavy_vehicle
FKID008046,unplanned,vehiclebreakdown,2024-01-24 03:39:49.629000+00:00,12.9542851,77.5901938,Non-corridor,,K H Road-SiddaiahRdJunc(BMTC-BigBazaar),Low,False,3,2,1,0,0.9849430005555555,0,short,0,0,0,Low,Wilson Garden,bmtc_bus
FKID004069,unplanned,tree_fall,2024-04-07 06:24:53.416000+00:00,13.0113111,77.5814991,Bellary Road 1,,,High,False,6,6,4,1,21.111293478055554,1,extended,1,0,45,Medium,Sadashivanagar,
FKID006617,unplanned,vehiclebreakdown,2023-12-08 09:28:05.695000+00:00,13.0112692,77.583467,Bellary Road 1,West Zone 2,MekhriCircle,High,False,9,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Sadashivanagar,ksrtc_bus
FKID006618,unplanned,vehiclebreakdown,2023-12-08 09:36:30.337000+00:00,13.0113427,77.5834938,Bellary Road 1,West Zone 2,MekhriCircle,High,False,9,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Sadashivanagar,bmtc_bus
FKID006619,unplanned,vehiclebreakdown,2023-12-08 09:36:30.337000+00:00,13.0113427,77.5834938,Bellary Road 1,West Zone 2,MekhriCircle,High,False,9,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Sadashivanagar,bmtc_bus
FKID004134,unplanned,congestion,2023-11-28 04:52:30.261000+00:00,12.91875337,77.51825174,Non-corridor,West Zone 1,,Low,False,4,1,11,0,0.9849430005555555,0,short,0,0,0,Low,Kengeri,
FKID005810,unplanned,vehiclebreakdown,2023-11-11 04:28:29.559000+00:00,13.0349817,77.5292713,Tumkur Road,West Zone 1,SRS Peenya Junc,High,False,4,5,11,1,0.9849430005555555,0,short,1,0,25,Low,Peenya,bmtc_bus
FKID002897,unplanned,tree_fall,2024-03-25 00:53:19.534000+00:00,12.9354043,77.5848702,Non-corridor,,,Low,True,0,0,3,0,1.283033728611111,1,medium,0,1,40,Medium,Jayanagara,
FKID005320,unplanned,potholes,2023-12-15 22:56:41.852000+00:00,12.8692308,77.5931644,Bannerghata Road,South Zone 1,,High,False,22,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Hulimavu,
FKID005080,unplanned,potholes,2023-12-16 04:14:32.160000+00:00,12.8932515,77.6215089,Non-corridor,South Zone 2,,Low,False,4,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Madiwala,
FKID003730,unplanned,potholes,2024-04-04 05:38:15.941000+00:00,12.9380425,77.5572228,Non-corridor,,,Low,True,5,3,4,0,3.7710686169444445,1,medium,0,1,60,Medium,Basavanagudi,
FKID004059,unplanned,potholes,2024-04-07 06:21:32.505000+00:00,12.9380002,77.5573089,Non-corridor,,,Low,False,6,6,4,1,1.7252595972222222,1,medium,0,0,0,Low,Basavanagudi,
FKID003843,unplanned,tree_fall,2024-04-05 11:15:21.360000+00:00,12.9164137,77.5868034,Non-corridor,,,Low,False,11,4,4,0,0.9849430005555555,0,short,0,0,0,Low,J.P. Nagar,
FKID007408,planned,procession,2024-01-01 23:47:13.478000+00:00,13.0018733,77.570975,Non-corridor,West Zone 2,Geethanjali jn,Low,False,23,0,1,0,0.9849430005555555,0,short,0,0,0,Low,Malleshwaram,
FKID000959,unplanned,vehiclebreakdown,2024-02-11 08:18:21.386000+00:00,12.8946628,77.6093254,Non-corridor,,,Low,False,8,6,2,1,0.9849430005555555,0,short,0,0,0,Low,Mico Layout,lcv
FKID004927,unplanned,vehiclebreakdown,2024-01-24 20:39:19.299000+00:00,12.9782223,77.5151096,Non-corridor,,,Low,False,20,2,1,0,0.40750583194444445,1,short,0,0,0,Low,Jnanabharathi,truck
FKID004474,unplanned,vehiclebreakdown,2023-11-13 00:33:24.177000+00:00,13.0458887,77.6019015,ORR North 1,North Zone 1,,High,False,0,0,11,0,0.9849430005555555,0,short,1,0,25,Low,Hebbala,heavy_vehicle
FKID006789,unplanned,vehiclebreakdown,2023-12-14 18:44:34.350000+00:00,13.0146125,77.5747089,Non-corridor,West Zone 2,SadashivnagarJunc,Low,False,18,3,12,0,1.0671047847222221,1,medium,0,0,0,Low,Sadashivanagar,heavy_vehicle
FKID005574,unplanned,vehiclebreakdown,2023-12-29 04:40:20.888000+00:00,12.9718269,77.7117219,Non-corridor,East Zone 1,,Low,False,4,4,12,0,0.5825427038888888,1,short,0,0,0,Low,HAL Old Airport,bmtc_bus
FKID006952,unplanned,vehiclebreakdown,2023-12-17 05:58:18.092000+00:00,13.0348953,77.5294632,Tumkur Road,West Zone 1,SRS Peenya Junc,High,False,5,6,12,1,0.06762034833333333,1,short,1,0,25,Low,Peenya,bmtc_bus
FKID007890,unplanned,vehiclebreakdown,2024-01-18 04:25:04.654000+00:00,12.9206912,77.5858801,Non-corridor,South Zone 1,Arbindo Circle,Low,False,4,3,1,0,0.42861982416666666,1,short,0,0,0,Low,Jayanagara,lcv
FKID002922,unplanned,vehiclebreakdown,2024-03-25 07:01:37.036000+00:00,12.9294111,77.5860606,Non-corridor,,,Low,False,7,0,3,0,0.31378277138888894,1,short,0,0,0,Low,Jayanagara,bmtc_bus
FKID006838,planned,procession,2023-12-15 21:11:37.559000+00:00,12.9202334,77.589433,Non-corridor,South Zone 1,MarenahalliRd-18thMainRdJunc,Low,False,21,4,12,0,0.9849430005555555,0,short,0,0,0,Low,Jayanagara,
FKID001043,unplanned,vehiclebreakdown,2024-02-13 02:58:35.009000+00:00,12.9170307,77.5858757,Non-corridor,,,Low,False,2,1,2,0,0.21808024722222222,1,short,0,0,0,Low,Jayanagara,heavy_vehicle
FKID003679,unplanned,potholes,2024-04-03 21:09:13.577000+00:00,12.9170102,77.5858475,Non-corridor,,,Low,False,21,2,4,0,0.9849430005555555,0,short,0,0,0,Low,Jayanagara,
FKID007497,unplanned,vehiclebreakdown,2024-01-04 23:36:35.421000+00:00,12.9173007,77.5858636,Non-corridor,South Zone 1,Arbindo Circle,Low,False,23,3,1,0,0.9849430005555555,0,short,0,0,0,Low,Jayanagara,bmtc_bus
FKID003381,unplanned,vehiclebreakdown,2024-03-30 05:34:22.862000+00:00,12.9183936,77.5858257,Non-corridor,,,Low,False,5,5,3,1,0.9849430005555555,0,short,0,0,0,Low,Jayanagara,bmtc_bus
FKID000025,unplanned,tree_fall,2024-03-07 06:09:19.361000+00:00,12.9463911,77.597326,Non-corridor,,,Low,True,6,3,3,0,14.055400421666667,1,extended,0,1,60,Medium,Wilson Garden,
FKID000523,unplanned,vehiclebreakdown,2024-02-05 22:02:01.263000+00:00,12.9461308,77.5970935,Non-corridor,,,Low,False,22,0,2,0,0.9849430005555555,0,short,0,0,0,Low,Wilson Garden,others
FKID002844,unplanned,vehiclebreakdown,2024-03-24 06:41:35.129000+00:00,12.9476033,77.5981417,Non-corridor,,,Low,False,6,6,3,1,0.9849430005555555,0,short,0,0,0,Low,Wilson Garden,bmtc_bus
FKID003265,unplanned,tree_fall,2024-03-29 07:23:52.412000+00:00,12.9465649,77.5974362,Non-corridor,,,Low,False,7,4,3,0,1.0438168633333333,1,medium,0,0,0,Low,Wilson Garden,
FKID003543,unplanned,road_conditions,2024-04-02 06:52:05.522000+00:00,12.9466153,77.5974113,Non-corridor,,,Low,True,6,1,4,0,0.9849430005555555,0,short,0,1,40,Medium,Wilson Garden,
FKID007047,unplanned,vehiclebreakdown,2023-12-19 22:52:17.061000+00:00,12.9756365,77.5404412,West of Chord Road,West Zone 2,PuttammaChoultryNagarbhavi,High,False,22,1,12,0,0.9849430005555555,0,short,1,0,25,Low,Vijayanagara,heavy_vehicle
FKID002232,unplanned,vehiclebreakdown,2024-02-29 08:10:07.760000+00:00,12.9480623,77.5985345,Non-corridor,,,Low,False,8,3,2,0,1.7326158905555555,1,medium,0,0,0,Low,Wilson Garden,bmtc_bus
FKID003944,unplanned,tree_fall,2024-04-06 07:07:41.135000+00:00,13.0141196,77.5730206,Non-corridor,,,Low,True,7,5,4,1,0.736536525,1,short,0,1,40,Medium,Sadashivanagar,
FKID001782,unplanned,vehiclebreakdown,2024-02-22 03:00:26.377000+00:00,13.0395514,77.5455174,ORR North 2,,,High,False,3,3,2,0,0.9849430005555555,0,short,1,0,25,Low,Yeshwanthpura,truck
FKID001783,unplanned,vehiclebreakdown,2024-02-22 03:03:53.353000+00:00,13.0405567,77.54633,ORR North 2,,,High,False,3,3,2,0,0.9849430005555555,0,short,1,0,25,Low,Yeshwanthpura,truck
FKID001845,unplanned,vehiclebreakdown,2024-03-17 10:30:00.211000+00:00,13.0406183,77.5467,ORR North 2,,,High,False,10,6,3,1,0.9849430005555555,0,short,1,0,25,Low,Yeshwanthpura,truck
FKID005545,unplanned,vehiclebreakdown,2023-12-27 14:09:53.533000+00:00,13.0406155,77.5468024,ORR North 2,North Zone 2,,High,False,14,2,12,0,0.9849430005555555,0,short,1,0,25,Low,Yeshwanthpura,heavy_vehicle
FKID000687,unplanned,vehiclebreakdown,2024-02-08 01:45:16.927000+00:00,12.9843071,77.5541767,Non-corridor,,,Low,False,1,3,2,0,0.9849430005555555,0,short,0,0,0,Low,Magadi Road,lcv
FKID001730,unplanned,vehiclebreakdown,2024-03-16 21:05:41.817000+00:00,13.0348153,77.5295849,Tumkur Road,,,High,False,21,5,3,1,0.7229638688888889,1,short,1,0,25,Low,Peenya,lcv
FKID002876,unplanned,tree_fall,2024-03-07 07:02:57.622000+00:00,13.0349812,77.5296366,Tumkur Road,,,High,False,7,3,3,0,1029.0843349375,1,extended,1,0,45,Medium,Peenya,
FKID006418,unplanned,vehiclebreakdown,2023-12-02 08:01:46.295000+00:00,13.0348604,77.5295743,Tumkur Road,West Zone 1,SRS Peenya Junc,High,False,8,5,12,1,0.2551016325,1,short,1,0,25,Low,Peenya,lcv
FKID003041,unplanned,tree_fall,2024-03-26 05:34:28.051000+00:00,12.9926313,77.5544413,Non-corridor,,,Low,False,5,1,3,0,351.4743274788889,1,extended,0,0,20,Low,Rajajinagar,
FKID007232,unplanned,vehiclebreakdown,2023-12-26 20:31:53.172000+00:00,12.994492,77.5541902,West of Chord Road,West Zone 2,RajarajeshwariKalyanaMantapaJunc,High,False,20,1,12,0,0.9849430005555555,0,short,1,0,25,Low,Rajajinagar,heavy_vehicle
FKID002875,unplanned,waterlogging,2024-03-07 07:02:52.522000+00:00,13.0064569,77.5788985,Non-corridor,,,Low,False,7,3,3,0,29.764800645,1,extended,0,0,20,Low,Sadashivanagar,
FKID003023,unplanned,waterlogging,2024-03-26 05:12:02.328000+00:00,13.0064763,77.5789771,Non-corridor,,,Low,False,5,1,3,0,0.9526919716666666,1,short,0,0,0,Low,Sadashivanagar,
FKID007024,unplanned,vehiclebreakdown,2023-12-19 05:29:21.583000+00:00,13.006697,77.5790373,Non-corridor,West Zone 2,BhashyamCircle-SadashivNagar,Low,False,5,1,12,0,0.9849430005555555,0,short,0,0,0,Low,Sadashivanagar,bmtc_bus
FKID007363,unplanned,vehiclebreakdown,2023-12-30 22:25:04.839000+00:00,13.0065611,77.5789749,Non-corridor,West Zone 2,BhashyamCircle-SadashivNagar,Low,False,22,5,12,1,0.6428616077777778,1,short,0,0,0,Low,Sadashivanagar,private_car
FKID006441,unplanned,vehiclebreakdown,2023-12-03 00:37:14.776000+00:00,13.0350335,77.5298058,Tumkur Road,West Zone 1,SRS Peenya Junc,High,False,0,6,12,1,0.9849430005555555,0,short,1,0,25,Low,Peenya,others
FKID003387,unplanned,vehiclebreakdown,2024-03-30 08:32:43.489000+00:00,12.9292336,77.564136,Non-corridor,,,Low,False,8,5,3,1,0.7524879469444444,1,short,0,0,0,Low,Banashankari,bmtc_bus
FKID005338,unplanned,potholes,2023-12-16 04:56:31.612000+00:00,12.9220149,77.6139905,Non-corridor,South Zone 2,,Low,False,4,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Madiwala,
FKID006899,unplanned,potholes,2023-12-16 04:57:18.562000+00:00,12.9212221,77.6152147,Non-corridor,South Zone 2,AyyappaTempleJunc,Low,False,4,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Madiwala,
FKID003823,unplanned,tree_fall,2024-04-05 08:59:30.640000+00:00,12.9467539,77.5982464,Non-corridor,,,Low,False,8,4,4,0,0.9849430005555555,0,short,0,0,0,Low,Wilson Garden,
FKID006524,unplanned,vehiclebreakdown,2023-12-06 02:10:07.389000+00:00,13.0089831,77.5804427,Non-corridor,West Zone 2,BhashyamCircle-SadashivNagar,Low,False,2,2,12,0,0.23944983083333335,1,short,0,0,0,Low,Sadashivanagar,heavy_vehicle
FKID003242,unplanned,vehiclebreakdown,2024-03-29 06:38:27.473000+00:00,12.9160679,77.6329851,ORR East 1,,,High,False,6,4,3,0,2.4637659888888885,1,medium,1,0,45,Medium,HSR Layout,bmtc_bus
FKID007027,planned,construction,2023-12-19 06:10:42.967000+00:00,12.9161461,77.6328869,ORR East 1,South Zone 2,5thMainHSR,High,True,6,1,12,0,0.9849430005555555,0,short,1,1,65,Medium,HSR Layout,
FKID000810,unplanned,construction,2024-03-11 18:47:54.948000+00:00,12.9161006,77.6324548,ORR East 1,,,High,True,18,0,3,0,0.9849430005555555,0,short,1,1,65,Medium,HSR Layout,
FKID002988,unplanned,vehiclebreakdown,2024-03-26 04:07:29.183000+00:00,12.9162014,77.6326542,ORR East 1,,,High,False,4,1,3,0,0.25633691138888887,1,short,1,0,25,Low,HSR Layout,bmtc_bus
FKID002229,unplanned,vehiclebreakdown,2024-02-29 06:42:03.785000+00:00,12.929445,77.5628717,Non-corridor,,,Low,False,6,3,2,0,0.9849430005555555,0,short,0,0,0,Low,Banashankari,heavy_vehicle
FKID000566,unplanned,vehiclebreakdown,2024-02-06 05:52:10.676000+00:00,12.9451182,77.5970652,Non-corridor,,,Low,False,5,1,2,0,0.9849430005555555,0,short,0,0,0,Low,Wilson Garden,private_bus
FKID006075,unplanned,construction,2023-11-19 23:36:49.238000+00:00,12.96857558,77.64158349,IRR(Thanisandra road),Central Zone 1,Indiranasgar13thMainJunc,High,True,23,6,11,1,0.9849430005555555,0,short,1,1,65,Medium,Jeevanbheemanagar,
FKID003511,unplanned,vehiclebreakdown,2024-04-01 19:43:56.956000+00:00,12.9153846,77.6384335,ORR East 1,,,High,False,19,0,4,0,2.4170986244444443,1,medium,1,0,45,Medium,HSR Layout,lcv
FKID006738,unplanned,potholes,2023-12-12 21:14:41.970000+00:00,12.96217395,77.58940733,Non-corridor,,DevangaHostelJunction,Low,False,21,1,12,0,0.9849430005555555,0,short,0,0,0,Low,High ground,
FKID003267,unplanned,tree_fall,2024-03-29 07:24:11.976000+00:00,12.9998653,77.550901,West of Chord Road,,,High,False,7,4,3,0,0.039352768611111116,1,short,1,0,25,Low,Malleshwaram,
FKID003275,unplanned,tree_fall,2024-03-29 07:25:49.407000+00:00,12.9998926,77.5507653,West of Chord Road,,,High,False,7,4,3,0,182.6318928611111,1,extended,1,0,45,Medium,Malleshwaram,
FKID003405,unplanned,tree_fall,2024-03-30 21:37:36.724000+00:00,13.000017,77.5516663,West of Chord Road,,,High,False,21,5,3,1,57.93925428222222,1,extended,1,0,45,Medium,Malleshwaram,
FKID003869,unplanned,tree_fall,2024-04-05 22:03:45.034000+00:00,12.9999679,77.5514594,West of Chord Road,,,High,False,22,4,4,0,2.5982618444444445,1,medium,1,0,45,Medium,Malleshwaram,
FKID000064,unplanned,vehiclebreakdown,2024-01-30 21:21:57.881000+00:00,13.0160964,77.5068555,Non-corridor,,,Low,False,21,1,1,0,0.9849430005555555,0,short,0,0,0,Low,Peenya,bmtc_bus
FKID000044,unplanned,vehiclebreakdown,2023-12-28 06:06:26.375000+00:00,13.0166142,77.5054464,Non-corridor,West Zone 1,Peenya14thCrossJunc,Low,False,6,3,12,0,0.9849430005555555,0,short,0,0,0,Low,Peenya,bmtc_bus
FKID003848,unplanned,tree_fall,2024-04-05 19:09:35.588000+00:00,12.9070673,77.5919415,ORR West 1,,,High,False,19,4,4,0,0.9849430005555555,0,short,1,0,25,Low,J.P. Nagar,
FKID007583,unplanned,accident,2024-01-08 00:27:51.987000+00:00,12.9167063,77.6239555,ORR East 1,South Zone 2,SilkBoardJunc,High,False,0,0,1,0,0.9849430005555555,0,short,1,0,25,Low,HSR Layout,
FKID000442,unplanned,vehiclebreakdown,2024-02-04 19:20:45.167000+00:00,12.9443726,77.597203,Non-corridor,,,Low,True,19,6,2,1,0.41249607222222223,1,short,0,1,40,Medium,Wilson Garden,bmtc_bus
FKID005774,unplanned,vehiclebreakdown,2023-11-10 01:42:30.011000+00:00,12.9446873,77.5972817,Non-corridor,Central Zone 2,WilsonGarden12thCrossJunc,Low,False,1,4,11,0,0.9849430005555555,0,short,0,0,0,Low,Wilson Garden,heavy_vehicle
FKID007045,unplanned,vehiclebreakdown,2023-12-20 19:40:50.324000+00:00,13.0373812,77.6273298,ORR North 1,North Zone 1,Nagavara-ORR Junction,High,False,19,2,12,0,0.9849430005555555,0,short,1,0,25,Low,Hennuru,lcv
FKID007059,unplanned,vehiclebreakdown,2023-12-20 19:42:50.850000+00:00,13.0374095,77.6273374,ORR North 1,North Zone 1,Nagavara-ORR Junction,High,False,19,2,12,0,0.9849430005555555,0,short,1,0,25,Low,Hennuru,lcv
FKID007060,unplanned,vehiclebreakdown,2023-12-20 19:45:45.137000+00:00,13.0373806,77.6273317,ORR North 1,North Zone 1,Nagavara-ORR Junction,High,False,19,2,12,0,0.9849430005555555,0,short,1,0,25,Low,Hennuru,lcv
FKID007731,planned,construction,2024-01-13 03:21:29.650000+00:00,12.9058785,77.5919371,ORR West 1,South Zone 1,Delmia-Jayanagar,High,True,3,5,1,1,0.9849430005555555,0,short,1,1,65,Medium,J.P. Nagar,
FKID007098,unplanned,vehiclebreakdown,2023-12-21 20:47:40.240000+00:00,12.91950551,77.63809397,Non-corridor,South Zone 2,HSR14thMainJunc,Low,False,20,3,12,0,0.9849430005555555,0,short,0,0,0,Low,Madiwala,bmtc_bus
FKID004112,unplanned,waterlogging,2024-04-08 09:15:14.854000+00:00,12.9995264,77.5510152,West of Chord Road,,,High,False,9,0,4,0,212.29811679944444,1,extended,1,0,45,Medium,Malleshwaram,
FKID002835,unplanned,waterlogging,2024-03-07 06:44:21.199000+00:00,12.9365027,77.5813461,Non-corridor,,,Low,False,6,3,3,0,239.92366409166667,1,extended,0,0,20,Low,Jayanagara,
FKID000347,unplanned,vehiclebreakdown,2024-02-03 06:55:58.854000+00:00,13.1092587,77.6039334,Bellary Road 2,,,High,False,6,5,2,1,0.9849430005555555,0,short,1,0,25,Low,Yelahanka,taxi
FKID002352,unplanned,vehiclebreakdown,2024-03-02 07:26:34.445000+00:00,13.109253,77.6039911,Bellary Road 2,,,High,False,7,5,3,1,0.9849430005555555,0,short,1,0,25,Low,Yelahanka,others
FKID004432,unplanned,vehiclebreakdown,2023-11-11 07:47:35.619000+00:00,13.1087122,77.6040177,Bellary Road 2,North Zone 2,,High,False,7,5,11,1,0.9849430005555555,0,short,1,0,25,Low,Yelahanka,taxi
FKID005484,unplanned,vehiclebreakdown,2023-12-24 03:27:53.414000+00:00,13.1092217,77.6039087,Bellary Road 2,North Zone 2,,High,False,3,6,12,1,0.9849430005555555,0,short,1,0,25,Low,Yelahanka,heavy_vehicle
